Age,Gender,Education,Department,Job_Role,business_travel,daily_rate,HourlyRate,DistanceFromHome,performance_rating,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,Attrition
30,Female,3,Research & Development,Manufacturing Director,Travel Rarely,946,52,2,4,0,0,0,0,0
45,Female,3,Research & Development,Research Scientist,Travel Rarely,252,95,2,3,1,0,0,0,0
42,Male,3,Research & Development,Manufacturing Director,Travel Rarely,933,98,29,3,9,8,7,8,0
38,Male,3,Research & Development,Healthcare Representative,Travel Frequently,471,45,12,3,4,3,1,2,0
34,Female,4,Research & Development,Research Scientist,Travel Frequently,702,100,16,3,5,2,1,3,0
49,Female,3,Sales,Sales Executive,Travel Rarely,1184,43,11,3,9,8,7,7,1
55,Male,1,Sales,Sales Executive,Travel Rarely,436,37,2,3,9,7,7,3,1
43,Male,2,Research & Development,Research Director,Travel Rarely,589,94,14,4,4,1,1,0,0
27,Male,1,Research & Development,Research Director,Travel Rarely,269,42,5,3,9,8,0,8,0
35,Male,3,Research & Development,Manufacturing Director,Travel Rarely,950,59,7,4,8,5,1,6,0
28,Female,4,Sales,Sales Executive,Travel Rarely,760,81,2,4,8,7,7,5,0
34,Male,2,Human Resources,Human Resources,Travel Rarely,829,88,3,3,3,2,0,2,0
26,Female,2,Research & Development,Research Scientist,Travel Frequently,887,88,5,3,8,7,1,7,1
27,Male,3,Research & Development,Research Scientist,Non-Travel,443,50,3,3,0,0,0,0,0
51,Female,4,Sales,Manager,Travel Rarely,1318,66,26,3,20,6,4,17,0
44,Male,3,Research & Development,Healthcare Representative,Travel Rarely,625,50,4,3,5,2,2,3,0
25,Male,1,Research & Development,Research Scientist,Travel Rarely,180,65,2,3,4,3,0,1,0
33,Male,3,Sales,Sales Executive,Travel Rarely,586,48,1,4,9,8,0,8,0
35,Female,1,Research & Development,Research Scientist,Travel Rarely,1343,53,27,3,6,5,1,1,0
36,Male,2,Sales,Sales Executive,Travel Rarely,928,56,1,3,18,14,4,11,0
32,Male,4,Sales,Sales Executive,Travel Rarely,117,73,13,3,5,2,0,3,0
30,Male,4,Research & Development,Research Scientist,Travel Frequently,1012,75,5,3,5,4,0,3,0
53,Female,2,Sales,Sales Executive,Travel Rarely,661,78,7,3,5,2,0,4,0
45,Male,3,Sales,Sales Executive,Travel Rarely,930,74,9,3,5,4,0,2,0
32,Female,2,Research & Development,Research Scientist,Travel Rarely,638,91,8,3,5,3,1,3,0
52,Female,4,Research & Development,Manufacturing Director,Travel Frequently,890,81,25,4,9,8,0,0,0
37,Male,4,Sales,Sales Executive,Travel Rarely,342,66,16,3,1,0,0,0,0
28,Male,2,Human Resources,Human Resources,Travel Rarely,1169,63,8,3,5,1,0,4,0
22,Male,2,Research & Development,Manufacturing Director,Travel Rarely,1230,33,1,4,2,2,2,2,0
44,Male,4,Research & Development,Laboratory Technician,Travel Rarely,986,62,8,4,3,2,0,2,0
42,Male,1,Research & Development,Research Scientist,Travel Frequently,1271,35,2,3,2,1,2,2,0
36,Male,3,Human Resources,Human Resources,Travel Rarely,1278,77,8,4,5,4,0,3,0
25,Male,1,Sales,Sales Executive,Travel Rarely,141,98,3,3,5,3,0,3,0
35,Female,3,Research & Development,Manufacturing Director,Travel Rarely,607,66,9,4,17,14,5,15,0
35,Female,4,Research & Development,Research Scientist,Travel Frequently,130,96,25,3,10,2,7,8,1
32,Male,3,Research & Development,Laboratory Technician,Non-Travel,300,61,1,3,3,0,0,2,0
25,Male,1,Sales,Sales Executive,Travel Rarely,583,87,4,3,5,2,0,3,0
49,Female,3,Research & Development,Research Scientist,Travel Rarely,1418,36,1,3,4,2,0,2,0
24,Male,1,Research & Development,Laboratory Technician,Non-Travel,1269,46,4,3,5,2,3,4,0
32,Male,2,Sales,Sales Executive,Travel Frequently,379,48,5,3,10,8,5,3,0
38,Male,3,Sales,Sales Representative,Travel Rarely,395,98,9,3,2,2,1,2,0
42,Female,3,Research & Development,Laboratory Technician,Travel Rarely,1265,95,3,3,5,3,1,3,0
31,Male,4,Research & Development,Research Scientist,Travel Rarely,1222,48,11,3,6,4,0,2,0
29,Female,3,Sales,Sales Representative,Travel Rarely,341,48,1,3,3,2,0,2,1
53,Male,3,Sales,Sales Executive,Travel Rarely,868,73,8,3,2,0,2,2,0
35,Male,3,Research & Development,Manufacturing Director,Travel Rarely,672,78,25,3,13,10,4,8,0
37,Female,2,Sales,Sales Representative,Travel Frequently,1231,54,21,3,5,4,0,0,0
53,Female,4,Research & Development,Research Director,Travel Rarely,102,72,23,3,12,9,3,8,0
43,Female,3,Research & Development,Healthcare Representative,Travel Frequently,422,33,1,3,5,2,2,2,0
47,Female,2,Sales,Sales Executive,Travel Rarely,249,35,2,4,7,6,7,7,0
37,Male,2,Sales,Sales Executive,Non-Travel,1252,32,19,3,10,0,0,9,0
50,Male,4,Research & Development,Manager,Non-Travel,881,98,2,3,31,6,14,7,0
39,Female,3,Human Resources,Human Resources,Travel Rarely,1383,42,2,3,5,4,0,4,0
33,Male,2,Human Resources,Human Resources,Travel Rarely,1075,57,3,3,4,3,0,3,0
32,Male,4,Research & Development,Laboratory Technician,Travel Rarely,374,87,25,4,1,0,0,1,1
29,Female,1,Research & Development,Laboratory Technician,Travel Rarely,1086,62,7,3,4,3,0,3,0
44,Male,2,Research & Development,Research Scientist,Travel Rarely,661,61,9,3,8,7,7,1,0
28,Male,4,Sales,Sales Executive,Travel Rarely,821,98,5,3,4,2,0,2,0
58,Male,1,Research & Development,Laboratory Technician,Travel Frequently,781,57,2,3,1,0,0,0,1
43,Female,3,Research & Development,Manufacturing Director,Travel Rarely,177,55,8,4,1,0,0,0,0
20,Female,3,Sales,Sales Representative,Travel Rarely,500,49,2,3,2,2,0,2,1
21,Female,1,Research & Development,Research Scientist,Travel Rarely,1427,65,18,3,1,0,0,0,1
36,Male,1,Research & Development,Healthcare Representative,Travel Rarely,1425,68,14,3,16,8,4,11,0
47,Female,4,Sales,Sales Representative,Travel Rarely,1454,65,2,3,3,2,1,2,0
22,Female,1,Research & Development,Manufacturing Director,Travel Rarely,617,34,3,3,3,2,0,2,1
41,Female,4,Research & Development,Laboratory Technician,Travel Rarely,1085,57,2,3,7,7,1,0,1
28,Female,3,Research & Development,Research Scientist,Travel Rarely,995,77,9,3,2,2,2,2,0
39,Male,3,Research & Development,Laboratory Technician,Travel Rarely,1122,70,6,4,2,2,2,2,1
27,Female,3,Research & Development,Research Scientist,Travel Rarely,618,76,4,3,1,1,0,0,0
34,Male,3,Research & Development,Laboratory Technician,Travel Rarely,546,83,10,3,1,0,1,0,0
42,Female,2,Sales,Sales Executive,Travel Rarely,462,68,14,3,5,4,0,3,0
33,Male,4,Research & Development,Research Scientist,Travel Rarely,1198,100,1,3,3,2,0,2,0
58,Female,3,Research & Development,Healthcare Representative,Travel Rarely,1272,37,5,3,6,0,0,4,0
31,Male,4,Sales,Sales Representative,Travel Rarely,154,41,7,3,7,7,5,2,0
35,Female,1,Research & Development,Healthcare Representative,Travel Rarely,1137,51,21,4,10,6,0,7,0
49,Female,2,Research & Development,Laboratory Technician,Travel Rarely,527,51,8,3,26,9,1,7,0
48,Male,4,Research & Development,Research Scientist,Travel Rarely,1469,51,20,3,0,0,0,0,0
31,Female,2,Sales,Sales Executive,Non-Travel,1188,45,20,3,9,8,0,0,0
36,Male,4,Research & Development,Research Scientist,Travel Rarely,188,65,7,3,6,2,0,1,0
38,Female,3,Research & Development,Research Director,Travel Rarely,1333,80,1,3,15,12,5,11,0
32,Female,3,Research & Development,Laboratory Technician,Non-Travel,1184,70,1,4,3,0,0,2,0
25,Male,2,Sales,Sales Representative,Travel Rarely,867,36,19,3,1,0,0,0,1
40,Male,4,Sales,Sales Executive,Travel Rarely,658,67,10,3,1,0,0,0,0
26,Male,3,Sales,Sales Executive,Travel Frequently,1283,52,1,3,7,7,0,7,0
41,Male,3,Research & Development,Laboratory Technician,Travel Rarely,263,59,6,3,18,13,2,17,0
36,Male,4,Research & Development,Laboratory Technician,Travel Rarely,938,79,2,4,11,8,3,9,0
19,Male,3,Sales,Sales Representative,Travel Rarely,419,37,21,3,1,0,0,0,1
20,Male,3,Research & Development,Laboratory Technician,Travel Rarely,129,84,4,3,1,0,0,0,1
31,Female,3,Research & Development,Healthcare Representative,Travel Rarely,616,41,12,3,9,7,8,5,0
40,Male,4,Research & Development,Research Scientist,Travel Frequently,1469,35,9,3,1,1,0,0,0
32,Female,4,Research & Development,Manufacturing Director,Travel Rarely,498,93,3,3,8,7,6,3,0
36,Male,1,Sales,Sales Executive,Travel Rarely,530,51,3,3,16,7,3,7,1
33,Female,3,Research & Development,Healthcare Representative,Travel Rarely,1069,42,1,3,5,0,1,4,0
37,Male,4,Sales,Sales Executive,Travel Rarely,625,46,1,3,14,1,11,7,1
45,Male,2,Research & Development,Laboratory Technician,Non-Travel,805,57,4,3,9,7,0,8,0
29,Female,3,Sales,Sales Representative,Travel Frequently,1404,84,20,3,3,1,0,2,0
35,Female,3,Sales,Sales Executive,Travel Rarely,1219,86,18,3,5,2,1,0,0
52,Male,2,Research & Development,Manager,Travel Rarely,1053,70,1,3,9,8,7,8,0
58,Male,3,Research & Development,Research Scientist,Travel Rarely,289,51,2,4,1,0,0,0,1
53,Male,2,Sales,Manager,Travel Rarely,1376,45,2,3,17,13,15,2,0
30,Male,2,Sales,Sales Executive,Travel Rarely,231,62,8,3,8,4,7,7,0
38,Female,3,Sales,Sales Executive,Non-Travel,152,85,10,3,5,3,1,3,0
35,Male,4,Sales,Sales Executive,Travel Rarely,882,92,3,3,10,9,0,8,0
39,Male,5,Sales,Sales Executive,Travel Rarely,903,41,2,3,8,7,0,7,0
40,Female,3,Sales,Sales Executive,Non-Travel,1479,100,24,3,1,0,0,0,1
47,Male,4,Research & Development,Manufacturing Director,Travel Frequently,1379,64,16,3,19,10,2,7,0
36,Male,4,Sales,Sales Executive,Non-Travel,1229,84,8,3,7,7,0,7,0
31,Male,2,Research & Development,Research Scientist,Non-Travel,335,46,9,4,3,2,1,2,1
33,Male,3,Sales,Manager,Non-Travel,722,38,17,3,10,8,6,0,0
29,Female,3,Research & Development,Research Scientist,Travel Rarely,906,92,10,4,0,0,0,0,1
33,Female,1,Research & Development,Research Scientist,Travel Rarely,461,53,13,3,3,2,0,2,0
45,Female,4,Research & Development,Laboratory Technician,Travel Rarely,974,91,1,3,5,3,0,2,0
50,Male,2,Research & Development,Research Director,Travel Rarely,1126,66,1,4,5,4,1,3,0
33,Female,4,Research & Development,Healthcare Representative,Travel Frequently,827,84,1,3,6,5,1,2,0
41,Male,3,Research & Development,Research Director,Travel Frequently,840,64,9,3,18,16,0,11,0
27,Female,4,Research & Development,Laboratory Technician,Travel Rarely,1134,37,16,3,2,2,2,2,0
45,Male,2,Research & Development,Laboratory Technician,Non-Travel,248,42,23,3,9,8,0,8,0
47,Female,2,Sales,Sales Executive,Travel Rarely,955,83,4,3,9,0,0,7,0
30,Female,3,Research & Development,Research Scientist,Travel Rarely,138,48,22,3,5,2,0,1,1
50,Male,3,Research & Development,Manufacturing Director,Travel Rarely,939,95,24,3,12,11,1,5,0
38,Male,1,Research & Development,Research Scientist,Travel Frequently,1391,66,10,3,2,1,0,2,0
46,Male,2,Research & Development,Manufacturing Director,Travel Rarely,566,75,7,3,8,7,0,7,0
24,Female,1,Research & Development,Manufacturing Director,Travel Rarely,1206,41,17,3,4,2,3,2,0
35,Male,4,Research & Development,Laboratory Technician,Travel Rarely,622,39,14,4,4,2,0,2,1
31,Female,1,Research & Development,Manufacturing Director,Travel Frequently,853,96,1,3,4,3,0,3,0
18,Male,2,Research & Development,Research Scientist,Non-Travel,287,73,5,3,0,0,0,0,0
54,Female,3,Research & Development,Manufacturing Director,Travel Rarely,1441,56,17,3,10,7,0,8,0
35,Female,4,Research & Development,Healthcare Representative,Travel Rarely,583,57,25,3,16,10,10,1,0
30,Female,2,Research & Development,Research Director,Travel Rarely,153,73,8,3,8,7,1,7,0
20,Female,3,Research & Development,Research Scientist,Travel Rarely,1097,98,11,3,1,0,0,0,1
30,Female,3,Research & Development,Laboratory Technician,Travel Frequently,109,60,5,3,3,2,1,2,1
26,Male,2,Research & Development,Manufacturing Director,Travel Rarely,1066,32,2,3,8,7,1,3,0
22,Male,1,Research & Development,Laboratory Technician,Travel Rarely,217,94,8,3,4,3,1,1,0
48,Male,3,Research & Development,Healthcare Representative,Travel Rarely,277,97,6,3,2,2,2,2,0
48,Male,4,Research & Development,Healthcare Representative,Travel Rarely,1355,78,4,3,15,11,4,8,0
41,Female,2,Research & Development,Manufacturing Director,Travel Rarely,549,42,7,3,2,2,2,1,0
39,Female,1,Research & Development,Manufacturing Director,Travel Rarely,466,65,1,3,21,6,11,8,0
27,Female,4,Research & Development,Manufacturing Director,Travel Rarely,1055,47,2,3,3,2,2,2,0
35,Male,3,Research & Development,Laboratory Technician,Travel Rarely,802,45,10,4,3,2,1,2,0
42,Male,2,Sales,Manager,Travel Rarely,265,90,5,3,1,0,0,0,0
50,Male,3,Research & Development,Laboratory Technician,Travel Rarely,804,64,9,3,1,0,0,0,0
59,Female,3,Research & Development,Manufacturing Director,Travel Rarely,715,69,2,3,5,3,4,3,0
37,Female,2,Research & Development,Healthcare Representative,Travel Rarely,1141,61,11,3,1,0,0,0,1
55,Male,4,Research & Development,Healthcare Representative,Travel Frequently,135,62,18,3,8,7,6,7,0
41,Female,1,Research & Development,Research Director,Non-Travel,247,55,7,4,21,16,5,10,0
38,Male,4,Sales,Sales Executive,Travel Rarely,1035,42,3,3,1,0,0,0,0
26,Male,2,Sales,Sales Executive,Non-Travel,265,79,29,3,2,2,2,2,1
52,Female,1,Sales,Manager,Travel Rarely,266,57,2,3,32,14,6,9,1
44,Female,3,Sales,Sales Executive,Travel Rarely,1448,53,28,3,12,11,11,11,0
50,Female,3,Sales,Sales Executive,Non-Travel,145,95,1,3,18,7,0,13,0
36,Female,4,Research & Development,Laboratory Technician,Travel Rarely,885,43,16,3,17,13,15,14,1
39,Female,3,Research & Development,Manufacturing Director,Travel Frequently,945,82,22,3,21,6,2,8,0
33,Female,1,Sales,Sales Representative,Non-Travel,1038,88,8,3,2,2,2,2,0
45,Female,2,Sales,Manager,Travel Rarely,1234,90,11,3,9,3,1,1,0
32,Female,4,Research & Development,Laboratory Technician,Non-Travel,1109,69,29,3,8,7,7,7,0
34,Male,4,Sales,Sales Executive,Travel Rarely,216,75,1,3,15,1,0,9,0
59,Male,2,Sales,Manager,Travel Rarely,1089,66,1,3,6,4,0,4,0
45,Male,4,Human Resources,Human Resources,Travel Rarely,788,36,24,3,6,3,0,4,0
53,Female,3,Sales,Sales Executive,Travel Frequently,124,38,2,3,15,7,6,12,0
36,Male,3,Research & Development,Laboratory Technician,Travel Rarely,660,81,15,3,1,0,0,0,1
26,Male,3,Research & Development,Research Scientist,Travel Frequently,342,57,2,3,3,2,1,2,1
34,Female,4,Sales,Sales Representative,Travel Rarely,1333,87,10,3,1,1,0,0,0
28,Male,1,Sales,Sales Representative,Travel Rarely,1144,74,10,4,1,0,0,0,0
38,Male,4,Research & Development,Research Scientist,Travel Frequently,1186,44,3,3,2,2,2,2,0
50,Male,4,Research & Development,Research Director,Travel Rarely,1464,62,2,3,8,1,7,7,0
37,Female,3,Research & Development,Healthcare Representative,Travel Rarely,124,35,3,3,4,3,0,1,0
40,Male,3,Sales,Sales Executive,Travel Rarely,300,74,26,3,7,7,7,5,0
26,Female,1,Research & Development,Research Scientist,Travel Frequently,921,66,1,3,5,3,1,3,0
46,Male,4,Research & Development,Research Director,Travel Rarely,430,40,1,3,2,2,2,2,0
54,Female,4,Sales,Sales Executive,Travel Rarely,1082,41,2,3,9,4,7,0,0
56,Female,3,Research & Development,Research Scientist,Travel Frequently,1240,63,9,3,5,4,0,3,0
36,Female,5,Research & Development,Manufacturing Director,Travel Rarely,796,51,12,3,14,8,7,8,0
55,Male,1,Research & Development,Manager,Non-Travel,444,40,2,3,9,7,6,2,0
43,Male,3,Sales,Sales Executive,Travel Rarely,415,79,25,3,1,0,0,0,0
20,Female,3,Sales,Sales Representative,Travel Frequently,769,54,9,3,2,2,0,2,1
21,Female,3,Research & Development,Laboratory Technician,Travel Rarely,1334,36,10,3,1,0,1,0,1
46,Female,4,Research & Development,Research Scientist,Travel Rarely,1003,74,8,4,16,13,1,7,0
51,Male,4,Research & Development,Research Scientist,Travel Rarely,1323,34,4,3,10,0,2,7,1
28,Male,2,Research & Development,Healthcare Representative,Non-Travel,1366,72,24,3,10,7,1,9,1
26,Male,2,Research & Development,Laboratory Technician,Travel Rarely,192,59,1,3,5,3,1,3,0
30,Male,3,Research & Development,Manufacturing Director,Travel Rarely,1176,85,20,3,6,2,0,2,0
41,Female,2,Research & Development,Research Scientist,Travel Rarely,509,43,7,3,10,6,0,8,0
38,Female,1,Research & Development,Healthcare Representative,Travel Rarely,330,65,17,3,19,9,1,9,0
40,Male,4,Research & Development,Healthcare Representative,Travel Rarely,1492,61,20,4,11,10,11,1,0
27,Male,5,Research & Development,Laboratory Technician,Non-Travel,1277,87,8,3,3,2,1,2,0
55,Male,1,Research & Development,Manufacturing Director,Travel Frequently,1091,65,2,3,3,2,1,2,0
28,Female,3,Research & Development,Research Scientist,Travel Rarely,857,59,10,3,8,7,1,7,0
44,Male,2,Human Resources,Human Resources,Travel Rarely,1376,91,1,3,20,6,3,6,1
33,Male,3,Research & Development,Healthcare Representative,Travel Rarely,654,34,5,3,3,2,1,2,0
35,Male,3,Sales,Sales Executive,Travel Rarely,1204,86,4,4,8,7,4,7,1
33,Female,4,Research & Development,Research Scientist,Travel Frequently,827,54,29,4,13,7,3,8,1
28,Male,2,Research & Development,Laboratory Technician,Travel Rarely,895,50,15,3,4,2,2,2,0
34,Male,1,Research & Development,Healthcare Representative,Travel Frequently,618,45,3,3,6,2,0,4,0
37,Female,4,Sales,Sales Executive,Travel Rarely,309,88,10,3,1,0,0,0,0
25,Male,1,Research & Development,Laboratory Technician,Travel Rarely,1219,32,4,3,7,7,5,6,1
26,Male,3,Research & Development,Laboratory Technician,Travel Rarely,1330,37,21,4,1,1,0,0,1
33,Male,3,Research & Development,Research Scientist,Travel Rarely,1017,55,25,4,2,2,2,2,1
42,Male,2,Research & Development,Manager,Travel Rarely,469,35,2,3,22,6,13,7,0
28,Male,3,Research & Development,Laboratory Technician,Travel Frequently,1009,45,1,3,1,0,0,0,1
50,Male,4,Sales,Sales Executive,Travel Frequently,959,81,1,3,0,0,0,0,1
33,Female,3,Sales,Sales Executive,Travel Frequently,970,30,7,3,3,2,0,2,0
34,Male,4,Research & Development,Research Scientist,Non-Travel,697,40,3,3,0,0,0,0,0
48,Male,4,Research & Development,Manager,Non-Travel,1262,35,1,4,5,4,2,1,0
45,Female,4,Sales,Sales Executive,Non-Travel,1050,65,9,3,15,10,4,12,0
52,Male,4,Research & Development,Healthcare Representative,Travel Rarely,994,87,7,3,8,6,4,0,0
38,Male,4,Sales,Sales Executive,Travel Rarely,770,73,10,3,8,7,2,7,0
29,Female,4,Research & Development,Research Scientist,Travel Rarely,1107,93,28,4,7,5,1,7,0
28,Female,3,Research & Development,Manufacturing Director,Travel Rarely,950,93,3,3,9,7,1,7,0
46,Male,1,Sales,Manager,Travel Rarely,406,52,3,3,12,9,4,9,0
38,Male,2,Sales,Sales Executive,Travel Rarely,130,32,2,3,1,0,0,0,0
43,Female,3,Research & Development,Manufacturing Director,Travel Frequently,1082,83,27,3,8,7,0,1,0
39,Male,3,Research & Development,Healthcare Representative,Travel Frequently,203,84,2,3,18,7,11,5,1
40,Male,3,Research & Development,Research Director,Travel Rarely,1308,44,14,3,20,7,4,9,0
21,Female,1,Research & Development,Research Scientist,Travel Rarely,984,70,1,3,2,2,2,2,0
39,Male,3,Research & Development,Laboratory Technician,Non-Travel,439,70,9,3,5,4,0,3,0
36,Male,4,Research & Development,Manufacturing Director,Non-Travel,217,78,18,4,11,9,0,9,0
31,Male,3,Sales,Sales Representative,Travel Frequently,793,67,20,3,2,2,2,2,0
28,Male,1,Research & Development,Research Scientist,Travel Rarely,1451,67,2,3,5,3,0,4,0
35,Male,2,Sales,Sales Executive,Travel Frequently,1182,54,11,3,5,2,0,2,0
49,Male,4,Sales,Sales Executive,Travel Rarely,174,56,8,3,9,8,2,3,0
34,Male,2,Research & Development,Manufacturing Director,Travel Frequently,1003,95,2,3,3,2,0,2,0
29,Female,3,Research & Development,Research Scientist,Travel Frequently,490,61,10,3,7,5,1,1,0
42,Male,3,Research & Development,Laboratory Technician,Travel Rarely,188,56,29,3,1,0,0,0,0
29,Male,1,Research & Development,Manufacturing Director,Travel Rarely,718,79,8,3,10,7,1,2,0
38,Male,3,Human Resources,Human Resources,Travel Rarely,433,37,1,3,7,6,5,0,0
28,Male,3,Research & Development,Research Scientist,Travel Frequently,773,39,6,3,3,1,0,2,0
18,Male,1,Research & Development,Laboratory Technician,Non-Travel,247,80,8,3,0,0,0,0,1
33,Female,4,Sales,Sales Executive,Travel Rarely,603,77,9,3,5,2,0,3,1
41,Male,4,Research & Development,Laboratory Technician,Travel Rarely,167,46,12,3,1,0,0,0,0
31,Male,3,Research & Development,Laboratory Technician,Travel Frequently,874,72,15,3,2,2,2,2,1
37,Female,2,Research & Development,Healthcare Representative,Travel Rarely,367,52,25,3,6,2,1,3,0
27,Male,3,Research & Development,Research Scientist,Travel Rarely,199,55,6,3,4,2,2,2,0
34,Female,1,Sales,Sales Executive,Travel Rarely,1400,70,9,4,6,5,1,3,0
35,Male,4,Human Resources,Human Resources,Travel Rarely,528,100,8,3,5,4,1,4,0
29,Female,1,Sales,Sales Executive,Travel Rarely,408,45,23,3,11,8,3,10,1
40,Female,4,Research & Development,Research Director,Travel Frequently,593,88,9,3,18,7,2,13,0
42,Male,3,Sales,Sales Executive,Travel Frequently,481,44,12,3,21,9,13,14,1
42,Male,4,Sales,Sales Executive,Travel Rarely,647,45,4,3,6,4,1,5,0
35,Male,4,Research & Development,Laboratory Technician,Travel Rarely,982,58,1,3,8,0,1,7,0
24,Male,3,Research & Development,Laboratory Technician,Travel Rarely,477,49,24,4,4,3,1,2,0
28,Female,1,Research & Development,Laboratory Technician,Travel Rarely,1485,79,12,3,1,1,0,0,1
26,Male,4,Research & Development,Laboratory Technician,Travel Rarely,1384,82,3,4,8,7,0,7,0
30,Male,3,Sales,Sales Executive,Travel Rarely,852,72,10,3,10,3,1,4,0
40,Female,2,Research & Development,Research Scientist,Travel Frequently,902,92,26,3,1,1,0,0,0
35,Male,3,Research & Development,Manufacturing Director,Travel Rarely,819,44,2,3,7,7,6,4,0
34,Male,3,Research & Development,Healthcare Representative,Travel Frequently,669,97,1,4,13,9,4,9,0
35,Male,4,Research & Development,Laboratory Technician,Travel Frequently,636,47,4,3,2,2,2,2,0
43,Female,3,Sales,Sales Executive,Travel Rarely,1372,85,9,3,4,3,1,3,1
32,Female,1,Sales,Sales Representative,Non-Travel,862,76,2,3,1,0,0,0,0
56,Female,4,Research & Development,Manager,Travel Rarely,718,92,4,3,5,2,4,2,0
29,Female,1,Research & Development,Laboratory Technician,Travel Rarely,1401,54,6,3,10,8,0,8,0
19,Male,2,Research & Development,Research Scientist,Travel Rarely,645,54,9,4,1,1,0,0,0
45,Female,3,Research & Development,Research Scientist,Travel Rarely,1457,83,7,3,3,2,0,2,0
37,Female,3,Research & Development,Manufacturing Director,Travel Rarely,977,56,1,3,14,8,3,11,0
20,Male,3,Research & Development,Laboratory Technician,Travel Rarely,805,87,3,3,2,2,1,2,0
44,Male,4,Research & Development,Research Scientist,Travel Rarely,1097,96,10,3,6,4,0,2,1
53,Female,2,Research & Development,Manager,Travel Rarely,1223,50,7,3,7,7,4,7,0
29,Female,1,Research & Development,Research Scientist,Travel Rarely,942,69,15,3,5,4,1,3,0
22,Male,4,Research & Development,Research Scientist,Travel Frequently,1256,48,3,3,0,0,0,0,1
46,Female,3,Sales,Manager,Travel Rarely,1402,69,2,4,26,15,15,9,0
44,Male,3,Research & Development,Research Scientist,Non-Travel,111,74,17,3,0,0,0,0,0
33,Male,3,Human Resources,Human Resources,Travel Rarely,147,99,2,3,5,4,1,4,0
41,Male,2,Research & Development,Research Scientist,Non-Travel,906,95,5,3,1,0,0,0,1
30,Male,4,Sales,Sales Executive,Travel Rarely,1329,61,29,3,4,3,0,3,0
40,Male,4,Sales,Sales Executive,Travel Frequently,1184,62,2,3,0,0,0,0,0
50,Female,3,Research & Development,Manager,Travel Frequently,1421,30,2,4,2,2,2,2,0
28,Male,4,Research & Development,Laboratory Technician,Travel Rarely,1179,78,19,3,6,5,3,3,0
46,Male,2,Research & Development,Research Director,Travel Rarely,1450,52,15,3,4,2,0,3,0
35,Male,4,Sales,Sales Executive,Travel Rarely,1361,94,17,3,7,7,1,7,0
24,Female,2,Research & Development,Laboratory Technician,Travel Rarely,984,97,17,3,1,0,0,0,1
33,Female,3,Sales,Sales Executive,Travel Frequently,1146,82,25,3,10,7,0,1,0
36,Male,4,Research & Development,Laboratory Technician,Travel Rarely,917,60,6,3,7,7,1,7,0
30,Male,4,Research & Development,Laboratory Technician,Travel Rarely,853,49,7,3,10,7,8,9,0
44,Male,4,Research & Development,Research Scientist,Travel Rarely,200,32,29,4,20,11,13,17,0
20,Male,3,Sales,Sales Representative,Travel Rarely,654,43,21,3,2,1,2,2,0
46,Male,4,Research & Development,Manufacturing Director,Travel Rarely,150,60,2,3,6,3,1,4,0
42,Male,5,Human Resources,Human Resources,Non-Travel,179,79,2,3,4,3,0,3,0
60,Male,4,Sales,Sales Executive,Travel Rarely,696,52,7,3,11,7,1,9,0
32,Female,3,Research & Development,Laboratory Technician,Travel Frequently,116,77,13,4,2,2,2,2,0
32,Female,2,Research & Development,Research Scientist,Travel Frequently,1316,38,2,3,8,7,0,7,0
36,Female,3,Research & Development,Manufacturing Director,Travel Rarely,363,77,1,4,7,7,7,7,0
33,Male,3,Research & Development,Research Scientist,Travel Rarely,117,60,9,3,14,10,4,10,0
40,Female,3,Sales,Sales Executive,Travel Rarely,107,84,10,3,5,1,1,3,0
25,Male,4,Sales,Sales Executive,Travel Rarely,1356,57,10,3,4,3,1,1,0
30,Male,3,Research & Development,Research Scientist,Travel Rarely,1465,63,1,4,11,9,5,7,0
42,Female,5,Research & Development,Research Director,Travel Frequently,458,60,26,3,1,0,0,0,0
35,Female,2,Sales,Sales Executive,Non-Travel,1212,78,8,3,13,2,4,12,0
27,Male,3,Research & Development,Research Scientist,Travel Rarely,1103,42,14,3,9,7,6,8,0
54,Female,4,Research & Development,Manufacturing Director,Travel Frequently,966,53,1,3,5,4,1,4,0
44,Female,1,Research & Development,Research Scientist,Travel Rarely,1117,72,2,3,10,5,7,7,0
19,Female,3,Research & Development,Research Scientist,Non-Travel,504,96,10,4,1,1,0,0,1
29,Female,3,Research & Development,Research Scientist,Travel Rarely,1010,97,1,3,3,2,1,2,0
54,Male,3,Research & Development,Research Director,Travel Rarely,685,85,3,3,10,9,0,9,0
31,Male,2,Research & Development,Healthcare Representative,Travel Rarely,1332,80,11,3,6,5,0,1,0
31,Female,3,Research & Development,Healthcare Representative,Travel Rarely,1062,96,24,3,10,9,1,8,0
59,Female,3,Sales,Sales Executive,Travel Rarely,326,48,3,3,6,1,0,5,0
43,Male,3,Research & Development,Research Director,Travel Rarely,920,96,3,3,8,7,0,7,0
49,Male,2,Research & Development,Manager,Travel Rarely,1098,85,4,3,1,0,0,0,0
36,Male,3,Research & Development,Research Scientist,Travel Frequently,469,46,3,3,11,10,0,7,0
48,Male,2,Research & Development,Laboratory Technician,Travel Rarely,969,76,2,3,1,0,0,0,0
27,Male,2,Research & Development,Research Scientist,Travel Rarely,1167,76,4,3,5,3,0,3,0
